,service,flag,src_bytes,dst_bytes,count,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,Label
92346,24,9,244,1603,5,0,0,1,0,255,1,0,0,0,4
124472,24,9,54540,8314,3,0,0,1,0,209,1,0,0,0,0
48384,54,9,978,504,1,0,0,1,0,33,0.13,0.02,0,0,4
122969,44,9,146,0,1,0,0,1,0,1,0,0.47,0,0,4
73631,12,9,45,45,131,0,0,1,0,255,1,0,0,0,4
38631,24,9,229,31155,1,0,0,1,0,255,1,0,0,0.01,4
83656,49,5,0,0,107,1,1,0.11,0.07,15,0.06,0.07,1,1,0
84571,24,9,313,2252,13,0,0,1,0,255,1,0,0,0,4
67670,20,9,1339,0,2,0,0,1,0,78,0.54,0.03,0,0,4
29973,26,5,0,0,144,1,1,0.03,0.06,4,0.02,0.07,1,1,0
115290,14,9,30,0,1,0,0,1,0,194,1,0,0,0,4
59225,24,9,321,13599,33,0,0,1,0,255,1,0,0,0,4
44873,49,5,0,0,257,1,1,0.07,0.06,3,0.01,0.09,1,1,0
60423,24,9,221,1721,12,0,0,1,0,255,1,0,0,0,4
75883,24,9,297,4326,18,0,0,1,0,255,1,0,0,0,4
82557,24,9,314,6211,8,0,0,1,0,255,1,0,0,0,4
14100,54,9,3077,337,1,0,0,1,0,172,0.64,0.02,0,0,4
97708,24,9,206,891,9,0,0,1,0,255,1,0,0,0,4
106512,24,9,289,1912,11,0,0,1,0,255,1,0,0,0,4
41316,20,9,245,0,2,0,0,1,0,2,0.2,0.3,0,0,4
33178,49,1,0,0,110,0,0,0.04,0.09,4,0.02,0.09,0,0,0
26478,14,9,30,0,2,0,0,1,0,226,1,0,0,0,4
93389,43,9,48,48,1,0,0,1,0,26,0.34,0.05,0,0,4
87694,24,9,248,285,7,0,0,1,0,255,1,0,0,0,4
29621,24,9,233,2239,1,0,0,1,0,249,0.98,0.01,0,0,4
27949,49,1,0,0,52,0,0,0.15,0.08,8,0.03,0.06,0,0,0
98289,24,9,301,3432,13,0,0,1,0,255,1,0,0,0,4
52267,54,9,555,404,1,0,0,1,0,42,0.16,0.06,0.6,0,4
8136,24,9,193,7355,9,0,0,1,0,255,1,0,0,0,4
11570,54,9,2537,492,1,0,0,1,0,148,0.67,0.33,0.67,0.01,4
120327,49,1,0,0,133,0,0,0.05,0.06,7,0.03,0.05,0,0,0
13038,24,9,385,361,2,0,0,1,0,231,1,0,0,0,4
87161,63,5,0,0,240,1,1,0.05,0.06,12,0.05,0.07,1,1,0
115892,68,5,0,0,298,1,1,0.07,0.06,20,0.08,0.08,1,1,0
62979,54,9,846,332,1,0,0,1,0,178,0.63,0.04,0,0,4
18282,24,9,299,4046,1,0,0,1,0,255,1,0,0.05,0.02,4
32935,12,9,44,124,115,0,0,1,0,254,1,0.01,0,0,4
113390,7,5,0,0,270,1,1,0.07,0.05,18,0.07,0.05,1,1,0
32186,12,9,45,73,113,0,0,1,0,255,1,0,0,0,4
81956,12,9,44,44,199,0,0,1,0,255,1,0,0,0,4
55746,2,5,0,0,261,1,1,0.04,0.06,10,0.04,0.07,1,1,0
51492,49,5,0,0,127,1,1,0.13,0.07,14,0.05,0.07,1,1,0
124096,12,9,44,135,65,0,0,1,0,242,0.95,0.01,0,0,4
100766,69,5,0,0,299,1,1,0.06,0.05,17,0.07,0.05,1,1,0
19729,14,9,8,0,1,0,0,1,0,254,0.8,0.4,0.2,0,1
68097,54,9,1513,324,1,0,0,1,0,226,0.86,0.04,0,0,4
22712,56,5,0,0,228,1,1,0.07,0.06,16,0.06,0.06,1,1,0
90792,12,9,40,40,5,0,0,1,0,110,0.96,0.03,0,0,4
27805,20,9,567,0,1,0,0,1,0,25,0.21,0.07,0,0,4
109084,24,9,276,80498,1,0,0,1,0,255,1,0,0,0,4
78214,66,2,0,0,147,0,0,0.12,0.06,18,0.07,0.06,0,0,0
35931,44,5,0,0,511,0.23,1,0,1,1,0,1,0.27,1,1
84664,49,9,105,147,10,0,0,0.1,0.2,242,0.95,0.01,0,0,4
23830,12,9,44,71,70,0,0,1,0,254,1,0.01,0,0,4
12950,12,9,34,34,1,0,0,1,0,111,0.83,0.02,0,0,4
18731,14,9,8,0,1,0,0,1,0,212,1,0,0,0,1
109014,54,9,547,327,1,0,0,1,0,138,0.66,0.02,0,0,4
72467,49,5,0,0,143,1,1,0.03,0.06,22,0.09,0.06,1,1,0
35898,36,5,0,0,279,1,1,0.01,0.06,4,0.02,0.06,1,1,0
37908,49,9,105,147,8,0,0,0.12,0.25,208,0.82,0.01,0,0,4
101916,49,9,105,146,7,0,0,0.14,0.29,235,0.92,0.01,0,0,4
14046,49,5,0,0,139,1,1,0.17,0.05,14,0.05,0.05,1,1,0
58795,4,5,0,0,228,1,1,0.01,0.07,3,0.01,0.07,1,1,0
101348,24,9,213,21899,4,0,0,1,0,255,1,0,0,0,4
83457,24,9,285,1361,21,0,0,1,0,255,1,0,0,0,4
8944,12,9,43,124,77,0,0,1,0,254,1,0.01,0,0,4
121871,54,9,1860,333,1,0,0,1,0,63,0.48,0.03,0,0,4
45953,12,9,46,46,4,0,0,1,0,179,0.98,0.01,0,0,4
95400,24,1,0,0,1,0,0,1,0,250,1,0,0,0,4
8667,24,9,54540,8314,4,0,0,1,0,69,1,0,0,0,0
11919,58,5,0,0,281,1,1,0.04,0.06,18,0.07,0.09,1,1,0
15144,49,5,0,0,228,1,1,0.09,0.05,20,0.08,0.06,1,1,0
79688,15,9,1032,0,511,0,0,1,0,18,0.07,0.05,0.35,0,0
97882,12,9,44,78,133,0,0,1,0,254,1,0.01,0,0,4
49164,12,9,43,129,67,0,0,1,0,223,0.89,0.02,0,0,4
101641,14,9,8,0,1,0,0,1,0,87,1,0,0,0,1
8785,54,9,936,334,1,0,0,1,0,122,0.38,0.03,0.01,0.01,4
104575,49,5,0,0,227,1,1,0.07,0.06,6,0.02,0.07,1,1,0
110612,33,5,0,0,230,1,1,0.1,0.05,24,0.09,0.05,1,1,0
95891,31,5,0,0,134,1,1,0.01,0.06,2,0.01,0.06,1,1,0
85570,15,9,1032,0,391,0,0,1,0,141,0.6,0.03,0.01,0,0
50946,16,5,0,0,146,1,1,0.12,0.05,17,0.07,0.06,1,1,0
49725,12,9,44,44,225,0,0,1,0.01,254,1,0.01,0,0,4
29722,49,5,0,0,53,1,1,0.09,0.11,5,0.02,0.09,1,1,0
27034,14,9,8,0,1,0,0,1,0,69,1,0,0,0,1
51360,20,9,7422,0,9,0,0,1,0,63,0.52,0.04,0,0,4
48526,24,9,249,609,39,0,0,1,0,255,1,0,0,0,4
58777,35,5,0,0,262,1,1,0.08,0.05,21,0.08,0.05,1,1,0
19221,44,9,1,0,16,0,0,0.12,0.44,2,0.01,0.25,0,0,1
29420,54,9,1002,329,1,0,0,1,0,143,0.69,0.02,0,0,4
118979,24,9,198,449,1,0,0,1,0,255,1,0,0,0,4
66501,49,5,0,0,198,1,1,0.06,0.07,12,0.05,0.06,1,1,0
53435,49,5,0,0,126,1,1,0.1,0.06,6,0.02,0.06,1,1,0
84565,49,9,28,0,40,0,0,0.98,0.05,39,0.15,0.02,0,0,0
15227,49,1,0,0,29,0,0,0.03,0.59,1,0,0.07,0,0,1
70587,12,9,44,75,157,0,0,1,0,203,0.8,0.01,0,0,4
21937,52,1,0,0,215,0,0,0.03,0.06,7,0.03,0.07,0,0,0
31416,49,1,0,0,251,0,0,0.06,0.06,14,0.05,0.07,0,0,0
27985,12,9,43,125,158,0,0,0.99,0.01,254,1,0.01,0,0,4
101336,24,9,348,863,8,0,0,1,0,255,1,0,0,0,4
119580,14,9,8,0,1,0,0,1,0,64,1,0,0,0,1
36768,44,9,146,0,3,0,0,0.33,0.67,1,0,0.81,0,0,4
37103,24,9,232,885,22,0,0,1,0,255,1,0,0,0,4
123719,49,5,0,0,251,1,1,0.07,0.05,17,0.07,0.05,1,1,0
27099,5,5,0,0,229,1,1,0.03,0.07,8,0.03,0.07,1,1,0
57230,67,5,0,0,253,1,1,0.07,0.06,18,0.07,0.07,1,1,0
88113,44,9,146,105,2,0,0,1,0,2,0.01,0.53,0,0,4
29692,12,9,32,92,8,0,0,1,0,54,0.77,0.06,0,0,4
45219,2,5,0,0,209,1,1,0.02,0.07,2,0.01,0.08,1,1,0
118675,24,9,299,3552,4,0,0,1,0,255,1,0,0,0,4
88168,54,9,1377,336,1,0,0,1,0,236,0.96,0.02,0,0,4
3675,58,5,0,0,99,1,1,0.01,0.09,1,0,0.08,1,1,0
49873,24,9,229,1007,8,0,0,1,0,255,1,0,0,0,4
2422,69,5,0,0,227,1,1,0.02,0.06,4,0.02,0.06,1,1,0
2037,54,9,1505,329,1,0,0,1,0,191,1,0,0,0,4
50085,20,9,334,0,2,0,0,1,0,49,1,0,0,0,2
110339,12,9,44,70,187,0,0,1,0,254,1,0.01,0,0,4
7709,2,5,0,0,292,1,1,0.05,0.05,16,0.06,0.05,1,1,0
121080,44,9,146,105,2,0,0,1,0,2,0.01,0.48,0,0,4
21314,24,9,302,1408,19,0,0,1,0,255,1,0,0,0,4
120551,4,5,0,0,283,1,1,0.03,0.06,8,0.03,0.07,1,1,0
122294,24,9,243,5790,7,0,0,1,0,255,1,0,0,0,4
42897,44,9,147,105,4,0,0,0.5,0.5,2,0.01,0.77,0,0,4
36233,19,5,0,0,247,1,1,0.05,0.07,14,0.05,0.07,1,1,0
121542,24,9,305,2507,5,0,0,1,0,249,0.98,0.01,0,0,4
44505,24,9,226,11333,4,0,0,1,0,255,1,0,0,0,4
73236,38,5,0,0,297,1,1,0,0.06,1,0,0.08,1,1,0
87540,49,9,105,147,8,0,0,0.25,0.25,226,0.89,0.01,0,0,4
86417,49,5,0,0,114,1,1,0.17,0.06,18,0.07,0.07,1,1,0
88894,2,5,0,0,257,1,1,0.09,0.05,23,0.09,0.05,1,1,0
90609,12,9,42,42,5,0,0,1,0,238,0.93,0.01,0,0,4
84830,18,5,0,0,245,1,1,0.08,0.06,19,0.07,0.06,1,1,0
123119,24,9,219,5310,1,0,0,1,0,255,1,0,0,0,4
109424,49,5,0,0,130,1,1,0.11,0.06,12,0.05,0.07,1,1,0
73609,65,9,78,0,46,0,0,0.13,0.04,22,0.09,0.01,0,0,4
44560,54,9,1853,337,1,0,0,1,0,118,0.67,0.67,0,0.34,4
93910,49,5,0,0,201,1,1,0.01,0.06,12,0.05,0.08,1,1,0
15520,24,9,227,7488,3,0,0,1,0,255,1,0,0,0,4
29566,60,5,0,0,38,1,1,0.53,0.05,24,0.35,0.05,0.97,0.83,0
40285,24,9,285,3738,15,0,0,1,0,255,1,0,0,0,4
9678,24,9,237,10246,1,0,0,1,0,255,1,0,0,0,4
72238,49,4,1,0,2,0,0,1,0,2,0.01,0.5,0,0,1
15111,24,1,0,0,7,0,0,1,0,247,1,0,0,0,4
88634,12,9,44,73,156,0,0,1,0,227,0.89,0.01,0,0,4
38719,49,1,0,0,1,0,0,1,0,2,0.03,1,0,0,1
116351,49,5,0,0,203,1,1,0.06,0.06,11,0.17,0.16,0.78,1,0
8557,49,5,0,0,199,1,1,0.04,0.06,7,0.03,0.07,1,1,0
109672,12,9,44,134,305,0,0,1,0,251,0.98,0.01,0,0,4
72626,24,9,287,788,17,0,0,1,0,255,1,0,0,0,4
74904,49,5,0,0,68,1,1,0.16,0.06,6,0.02,0.06,1,1,0
53859,10,5,0,0,241,1,1,0,0.07,20,0.08,0.07,1,1,0
73699,24,9,297,703,24,0,0,1,0,255,1,0,0,0,4
55164,49,5,0,0,124,1,1,0.03,0.06,2,0.01,0.07,1,1,0
6646,20,5,0,0,54,1,1,0.28,0.07,62,0.24,0.02,1,1,0
13043,35,1,0,0,104,0,0,0.17,0.08,1,0,0.09,0,0,0
79207,42,5,0,0,170,1,1,0.12,0.05,20,0.08,0.05,1,1,0
55770,24,9,308,1375,21,0,0,1,0,255,1,0,0,0,4
74791,19,9,1180,3380,1,0,0,1,0,44,0.17,0.02,0,0,4
26668,49,5,0,0,295,1,1,0.05,0.06,16,0.06,0.08,1,1,0
81646,12,9,46,139,15,0,0,1,0,254,1,0.01,0,0,4
51461,12,9,44,70,257,0,0,1,0,254,1,0.01,0,0,4
114640,14,9,30,0,5,0,0,0.2,0.6,29,0.11,0.01,0,0,4
77874,24,9,272,1005,14,0,0,1,0,255,1,0,0,0,4
40812,17,5,0,0,119,1,1,0.08,0.06,20,0.08,0.06,1,1,0
57824,24,9,285,5930,3,0.33,0.25,1,0,255,1,0,0,0,4
54128,24,9,292,6722,39,0,0,1,0,255,1,0,0,0,4
117959,17,5,0,0,112,1,1,0.15,0.07,18,0.07,0.07,1,1,0
25590,41,1,0,0,109,0,0,0.17,0.07,18,0.07,0.07,0,0,0
17891,49,5,0,0,110,1,1,0.09,0.06,30,0.12,0.06,1,1,0
98630,24,9,209,412,16,0,0,1,0,255,1,0,0,0,4
73381,49,5,0,0,218,1,1,0.06,0.06,15,0.06,0.07,1,1,0
108162,24,9,286,338,5,0,0,1,0,255,1,0,0,0,4
45013,49,9,28,0,89,0,0,1,0,89,0.35,0.02,0,0,0
101890,54,9,806,327,2,0,0,0.5,1,122,0.73,0.03,0,0,4
55366,2,5,0,0,219,1,1,0.09,0.05,19,0.07,0.07,1,1,0
5097,20,9,4316,0,8,0,0,1,0,38,0.41,0.04,0,0,4
108115,0,4,1192,8429,2,0,0,0.5,1,26,0.12,0.01,0,0,4
79308,12,9,44,131,137,0,0,1,0,255,1,0,0,0,4
117545,14,9,8,0,1,0,0,1,0,144,1,0,0,0,1
120663,24,9,210,706,13,0,0,1,0,255,1,0,0,0,4
68319,24,9,340,2767,3,0,0,1,0,255,1,0,0,0,4
38646,54,5,0,0,206,1,1,0.06,0.07,12,0.05,0.06,1,1,0
116558,44,9,147,0,3,0,0,0.33,0.67,1,0,0.45,0,0,4
85186,4,1,0,0,258,0,0,0.02,0.07,5,0.02,0.07,0,0,0
109178,49,1,0,0,71,0,0,0.07,0.07,5,0.02,0.09,0,0,0
33076,29,1,0,0,112,0,0,0.18,0.07,8,0.03,0.08,0,0,0
64796,66,5,0,0,65,1,1,0.22,0.06,14,0.05,0.04,1,1,0
36215,11,5,0,0,292,1,1,0.07,0.06,19,0.07,0.09,1,1,0
116942,49,1,0,0,252,0.08,0,0,1,1,0,0.99,0.08,0,1
101542,24,9,327,9348,18,0,0,1,0,255,1,0,0,0,4
101266,24,9,259,5170,1,0,0,1,0,255,1,0,0,0,4
44584,24,9,256,3200,3,0,0,1,0,255,1,0,0,0,4
89656,24,5,0,0,6,0.67,0.8,0.67,0.5,45,0.18,0.04,1,1,0
39954,20,5,0,0,35,1,1,0.2,0.11,43,0.17,0.04,1,1,0
36801,24,9,293,259,3,0,0,0.67,0.67,250,0.98,0.01,0,0,4
102377,49,1,0,0,68,0.1,0,0.01,1,1,0,0.54,0.03,0,1
35291,12,9,45,135,75,0,0,1,0,254,1,0.01,0,0,4
4689,31,5,0,0,115,1,1,0.12,0.06,14,0.05,0.07,1,1,0
36698,49,5,0,0,132,1,1,0.01,0.06,5,0.02,0.07,1,1,0
15507,24,9,309,3928,9,0,0,1,0,145,1,0,0,0,4
58422,40,5,0,0,229,1,1,0.01,0.06,2,0.01,0.07,1,1,0
40421,24,9,350,1577,1,0,0,1,0,255,1,0,0,0,4
102255,24,9,225,4204,28,0,0,1,0,255,1,0,0,0,4
112176,49,4,0,0,1,0,0,1,0,1,0,0.72,0,0,1
37414,49,5,0,0,105,1,1,0.1,0.07,18,0.07,0.07,1,1,0
91502,26,5,0,0,97,1,1,0.13,0.06,13,0.05,0.07,1,1,0
83355,49,1,0,0,104,0,0,0.14,0.08,15,0.06,0.07,0,0,0
7089,49,9,105,145,7,0,0,0.14,0.29,219,0.86,0.01,0,0,4
22566,19,9,246,772,2,0,0,0.5,1,44,0.18,0.03,0.01,0,4
11192,12,9,45,147,119,0,0,1,0,255,1,0,0,0,4
13831,20,9,11,0,1,0,0,1,0,96,0.31,0.03,0,0,4
63638,24,9,341,16123,4,0,0,1,0,255,1,0,0,0,4
108665,23,1,0,0,284,0,0,0.04,0.06,12,0.05,0.07,0,0,0
57018,24,9,207,7183,1,0,0,1,0,255,1,0,0,0,4
26576,24,9,209,2410,4,0,0,1,0,255,1,0,0,0,4
55720,60,2,0,0,139,0,0,0.08,0.06,5,0.02,0.06,0,0,0
22821,49,1,0,0,217,0.06,0,0,1,1,0,0.86,0.05,0,1
94577,24,9,54540,8314,5,0,0,1,0,86,1,0,0.01,0.01,0
1237,20,9,10389,0,6,0,0,1,0,63,0.22,0.06,0.01,0.02,4
35534,54,9,1262,390,1,0,0,1,0,122,0.48,0.02,0.36,0.43,4
40353,7,5,0,0,266,1,1,0.03,0.06,12,0.05,0.07,1,1,0
65124,24,9,205,2223,2,0,0,1,0,82,1,0,0,0,4
91387,24,1,0,0,1,0,0,1,0,245,1,0,0,0,4
68958,24,9,238,2997,1,0,0,1,0,255,1,0,0,0,4
65508,49,9,100,0,3,0,0,1,0,8,0.21,0.05,0,0,1
36677,24,9,291,17637,6,0,0,1,0,255,1,0,0,0,4
91378,12,9,45,71,118,0,0,0.99,0.02,241,0.95,0.01,0,0,4
56179,14,9,8,0,1,0,0,1,0,41,1,0,0,0,1
2137,44,9,516,4,496,0,0,1,0,255,1,0,0,0,4
38004,49,5,0,0,254,1,1,0.02,0.06,5,0.02,0.06,1,1,0
100575,24,9,214,978,7,0,0,1,0,255,1,0,0,0,4
109718,24,9,376,2324,9,0,0,1,0,255,1,0,0,0,4
80069,49,5,0,0,270,1,1,0.07,0.06,3,0.01,0.07,1,1,0
94627,44,9,1,0,11,0,0,0.09,0.27,1,0,0.25,0,0,1
33490,24,9,219,2382,5,0,0,1,0,255,1,0,0,0,4
40786,39,5,0,0,282,1,1,0.04,0.06,4,0.02,0.06,1,1,0
23640,28,5,0,0,137,1,1,0.14,0.07,8,0.03,0.06,1,1,0
77302,49,5,0,0,202,1,1,0.02,0.07,5,0.02,0.09,1,1,0
14680,49,5,0,0,238,1,1,0.02,0.07,11,0.04,0.07,1,1,0
45480,49,1,0,0,175,0,0,0.05,0.07,8,0.03,0.07,0,0,0
25276,7,1,0,0,247,0,0,0.02,0.07,4,0.02,0.08,0,0,0
68294,24,9,289,2377,6,0,0,1,0,255,1,0,0,0,4
92964,24,9,321,1738,5,0,0,1,0,255,1,0,0,0,4
9749,24,9,311,5348,25,0,0,1,0,255,1,0,0.02,0,4
50860,24,9,325,365,13,0,0,1,0,255,1,0,0,0,4
110799,49,5,0,0,226,1,1,0.07,0.04,15,0.5,0.1,0.93,1,0
125640,52,5,0,0,226,1,1,0.06,0.07,13,0.05,0.09,1,1,0
65518,24,9,321,2444,6,0,0,1,0,255,1,0,0,0,4
40186,4,1,0,0,271,0,0,0.02,0.06,6,0.02,0.07,0,0,0
119544,54,9,938,333,1,0,0,1,0,82,0.65,0.02,0,0,4
9298,49,5,0,0,178,0.99,1,0.01,0.07,20,0.08,0.07,1,1,0
62461,24,9,283,405,17,0,0,1,0,255,1,0,0,0,4
1285,14,9,8,0,1,0,0,1,0,158,1,0,0,0,1
84313,66,2,0,0,111,0,0,0.05,0.08,6,0.02,0.07,0,0,0
37047,54,9,1985,333,1,0,0,1,0,2,1,0,0,0,4
27903,65,9,128,0,5,0,0,0.4,0.4,14,0.05,0.01,0,0,4
120880,49,5,0,0,249,1,1,0.1,0.05,1,0.02,0.11,0.96,1,0
19653,12,9,46,83,129,0,0,1,0,230,0.9,0.01,0,0,4
120160,59,5,0,0,202,1,1,0.01,0.06,8,0.03,0.07,1,1,0
5313,17,5,0,0,145,1,1,0.1,0.06,15,0.06,0.05,1,1,0
36375,56,5,0,0,260,1,1,0.06,0.07,16,0.06,0.08,1,1,0
58256,24,9,221,37127,3,0,0,1,0,255,1,0,0,0,4
53357,49,9,28,0,54,0,0,1,0,154,0.6,0.4,0.09,0,0
74146,49,5,0,0,51,1,1,0.08,0.12,22,0.09,0.08,1,1,0
125212,49,5,0,0,106,1,1,0.06,0.06,15,0.07,0.08,1,1,0
8095,16,5,0,0,142,1,1,0.04,0.06,5,0.02,0.06,1,1,0
31773,69,5,0,0,273,1,1,0.01,0.06,5,0.02,0.06,1,1,0
68164,24,9,201,1660,20,0,0.02,1,0,255,1,0,0,0,4
51542,14,9,8,0,1,0,0,1,0,94,1,0,0,0,1
65962,12,9,46,136,114,0,0,1,0,254,1,0.01,0,0,4
82980,20,5,0,0,24,1,1,0.17,0.08,4,0.02,0.07,1,1,0
92117,24,9,304,3146,5,0,0,1,0,255,1,0,0,0,4
12152,24,9,334,1320,7,0,0,1,0,255,1,0,0,0,4
53548,24,9,307,1112,8,0,0,1,0,255,1,0,0,0,4
107302,8,5,0,0,236,1,1,0.02,0.07,4,0.02,0.07,1,1,0
53990,24,9,309,3775,1,0,0,1,0,255,1,0,0,0,4
119064,26,5,0,0,96,1,1,0.02,0.06,18,0.07,0.07,1,1,0
17942,13,2,0,0,198,0,0,0.01,0.06,2,0.01,0.06,0,0,0
54620,24,9,234,2698,3,0,0,1,0,249,0.98,0.01,0,0,4
93680,49,5,0,0,214,1,1,0.03,0.07,7,0.03,0.09,1,1,0
30786,31,5,0,0,96,1,1,0.02,0.06,2,0.01,0.06,1,1,0
82417,54,9,1447,288,1,0,0,1,0,161,0.61,0.03,0,0,4
16001,12,9,46,46,94,0,0,1,0,254,1,0.01,0,0,4
477,34,5,0,0,138,1,1,0.04,0.06,6,0.02,0.06,1,1,0
125694,24,1,0,0,2,0,0,1,0,145,0.87,0.02,0,0,4
30510,49,1,0,0,75,0,0,0.03,0.08,16,0.06,0.06,0,0,0
54867,54,9,2223,365,1,0,0,1,0,188,0.95,0.03,0,0,4
23516,24,9,287,20502,1,0,0,1,0,255,1,0,0,0.01,4
41591,24,9,221,1321,3,0,0,1,0,255,1,0,0,0.01,4
64213,33,5,0,0,271,1,1,0.08,0.04,21,0.08,0.05,1,1,0
31603,63,5,0,0,208,1,1,0.06,0.08,13,0.05,0.07,1,1,0
119421,49,5,0,0,155,1,1,0.12,0.06,19,0.07,0.07,1,1,0
50622,15,9,1032,0,509,0,0,1,0,145,0.57,0.01,0,0,0
105548,68,1,0,0,221,0,0,0.05,0.07,11,0.04,0.07,0,0,0
93654,49,5,0,0,145,1,1,0.1,0.06,10,0.04,0.06,1,1,0
97990,24,9,349,1262,6,0,0,1,0,255,1,0,0,0,4
31618,59,5,0,0,244,1,1,0.09,0.05,22,0.09,0.06,1,1,0
36067,14,9,8,0,1,0,0,1,0,122,1,0,0,0,1
31628,24,9,322,1788,13,0,0,1,0,255,1,0,0,0.01,4
83512,54,9,733,330,1,0,0,1,0,118,0.47,0.03,0,0,4
115009,49,1,0,0,2,0,0,0.5,1,1,0,0.76,0,0,1
18741,24,9,225,372,4,0,0,1,0,255,1,0,0,0.01,4
122413,14,9,8,0,1,0,0,1,0,10,1,0,0,0,1
44479,54,9,1184,337,1,0,0,1,0,163,0.62,0.02,0,0,4
107035,24,9,255,380,26,0,0,1,0,255,1,0,0,0,4
78399,24,9,343,255,27,0,0,1,0,255,1,0,0,0,4
82099,24,9,317,1764,12,0,0,1,0,255,1,0,0,0,4
89607,24,9,255,333,17,0,0,1,0,255,1,0,0,0,4
105358,19,9,1287,2453,1,0,0,1,0,65,0.25,0.02,0,0,2
20118,14,9,8,0,1,0,0,1,0,56,1,0,0,0,1
34070,49,1,0,0,115,0,0,0.07,0.08,8,0.06,0.08,0,0,0
39326,49,1,0,0,1,0,0,1,0,2,0.02,1,0,0,1
54237,24,9,233,2330,3,0,0,1,0,255,1,0,0,0,4
31497,12,9,46,46,5,0,0,1,0,255,1,0,0,0,4
25662,54,9,1188,327,1,0,0,1,0,110,0.52,0.07,0,0,4
98439,49,5,0,0,298,1,1,0.01,0.06,2,0.01,0.08,1,1,0
29361,24,5,0,0,3,1,0.75,1,0,255,1,0,1,0.04,4
9899,54,9,1105,332,1,0,0,1,0,101,0.67,0.12,0,0,4
30206,29,5,0,0,285,1,1,0.02,0.05,6,0.02,0.05,1,1,0
37878,24,1,0,0,1,0,0,1,0,255,1,0,0,0.01,4
78233,49,9,207,0,2,0,0,1,0,42,0.84,0.04,0,0,1
67486,29,5,0,0,287,1,1,0.03,0.06,10,0.04,0.07,1,1,0
8710,10,5,0,0,112,1,1,0.1,0.07,11,0.04,0.07,1,1,0
37657,49,5,0,0,146,1,1,0.13,0.05,19,0.07,0.07,1,1,0
113157,37,5,0,0,103,1,1,0.03,0.07,3,0.01,0.08,1,1,0
27447,24,9,277,10077,9,0,0,1,0,255,1,0,0,0,4
16079,10,5,0,0,292,1,1,0.07,0.05,5,0.02,0.08,1,1,0
122514,24,9,336,817,35,0,0,1,0,255,1,0,0,0,4
88230,49,5,0,0,262,1,1,0.03,0.06,7,0.03,0.07,1,1,0
59983,15,9,1032,0,314,0,0,1,0,255,1,0,0,0,0
49002,24,9,217,2288,10,0,0,1,0,255,1,0,0,0,4
116697,12,9,45,129,294,0,0,1,0,251,0.98,0.01,0,0,4
116285,9,5,0,0,286,1,1,0.02,0.05,6,0.02,0.05,1,1,0
28522,12,9,44,72,224,0,0,1,0,218,0.85,0.01,0,0,4
15481,14,9,8,0,1,0,0,1,0,36,1,0,0,0,1
113023,24,9,54540,8314,2,0,0,1,0,99,1,0,0,0,0
86085,24,9,193,2408,3,0,0,1,0,255,1,0,0.01,0.01,4
121116,18,5,0,0,1,1,1,1,0,5,1,0,1,1,0
10506,24,5,0,0,4,0.5,0.67,0.5,0.75,43,0.17,0.04,1,1,0
24604,29,5,0,0,230,1,1,0,0.06,2,0.01,0.07,1,1,0
52265,24,9,392,1035,7,0,0,1,0,255,1,0,0,0,4
68673,42,5,0,0,202,1,1,0.01,0.06,12,0.05,0.07,1,1,0
69593,24,5,0,0,5,1,1,0.2,0.8,63,0.25,0.02,1,1,0
5363,49,1,0,0,82,0,0,0.16,0.06,13,0.05,0.06,0,0,0
90020,24,9,186,719,2,0.5,0.5,1,0,255,1,0,0.2,0,4
56586,24,1,0,0,1,0,0,1,0,255,1,0,0,0,4
787,15,9,1032,0,322,0,0,1,0,219,0.86,0.01,0,0,0
37569,7,1,0,0,102,0,0,0.04,0.06,3,0.01,0.07,0,0,0
105337,24,9,262,1511,2,0,0,1,0,255,1,0,0.01,0,4
112463,24,5,0,0,5,1,1,1,0,57,0.22,0.04,1,1,0
110134,24,9,295,9492,2,0,0,1,0,255,1,0,0,0,4
94909,24,9,180,13176,1,0,0,1,0,255,1,0,0,0,4
84800,24,9,145,4007,1,0,0,1,0,255,1,0,0,0,4
100157,20,5,0,0,255,1,1,0.08,0.05,20,0.08,0.05,1,1,0
120592,49,5,0,0,118,1,1,0.04,0.07,5,0.02,0.08,1,1,0
8153,24,9,262,529,6,0,0,1,0,255,1,0,0,0,4
121979,12,9,42,108,1,0,0,1,0,179,0.65,0.03,0,0,4
82554,7,5,0,0,188,1,1,0.01,0.06,1,0,0.06,1,1,0
91119,49,1,0,0,264,0,0,0.04,0.07,10,0.04,0.07,0,0,0
38984,20,9,740,0,2,0,0,1,0,67,0.3,0.03,0,0,4
69417,58,5,0,0,255,1,1,0.05,0.06,14,0.05,0.06,1,1,0
10001,20,9,334,0,1,0,0,1,0,11,1,0,0,0,2
17592,58,5,0,0,227,1,1,0.05,0.06,11,0.04,0.06,1,1,0
119013,44,1,0,0,413,0.07,0,0,1,1,0,1,0.08,0,1
105809,24,9,248,608,8,0,0,1,0,255,1,0,0,0,4
42200,20,9,37,0,2,0,0,1,0,25,0.22,0.05,0.02,0,4
110176,49,10,0,0,1,1,1,1,0,1,0.01,0.94,0.95,1,1
